task_id,criteria,grade,correct,explanation,model_run
140,colbench,,0,,colbench_backend_programming_colbench_gpt41_fixed_1747800941_binary_UPLOAD
320,colbench,,0,,colbench_backend_programming_colbench_gpt41_fixed_1747800941_binary_UPLOAD
439,colbench,,0,,colbench_backend_programming_colbench_gpt41_fixed_1747800941_binary_UPLOAD
284,colbench,,0,,colbench_backend_programming_colbench_gpt41_fixed_1747800941_binary_UPLOAD
560,colbench,,0,,colbench_backend_programming_colbench_gpt41_fixed_1747800941_binary_UPLOAD
143,colbench,,0,,colbench_backend_programming_colbench_gpt41_fixed_1747800941_binary_UPLOAD
164,colbench,,0,,colbench_backend_programming_colbench_gpt41_fixed_1747800941_binary_UPLOAD
180,colbench,,0,,colbench_backend_programming_colbench_gpt41_fixed_1747800941_binary_UPLOAD
181,colbench,,0,,colbench_backend_programming_colbench_gpt41_fixed_1747800941_binary_UPLOAD
221,colbench,,0,,colbench_backend_programming_colbench_gpt41_fixed_1747800941_binary_UPLOAD
272,colbench,,0,,colbench_backend_programming_colbench_gpt41_fixed_1747800941_binary_UPLOAD
282,colbench,,0,,colbench_backend_programming_colbench_gpt41_fixed_1747800941_binary_UPLOAD
474,colbench,,0,,colbench_backend_programming_colbench_gpt41_fixed_1747800941_binary_UPLOAD
512,colbench,,0,,colbench_backend_programming_colbench_gpt41_fixed_1747800941_binary_UPLOAD
554,colbench,,0,,colbench_backend_programming_colbench_gpt41_fixed_1747800941_binary_UPLOAD
564,colbench,,0,,colbench_backend_programming_colbench_gpt41_fixed_1747800941_binary_UPLOAD
655,colbench,,0,,colbench_backend_programming_colbench_gpt41_fixed_1747800941_binary_UPLOAD
729,colbench,,0,,colbench_backend_programming_colbench_gpt41_fixed_1747800941_binary_UPLOAD
746,colbench,,0,,colbench_backend_programming_colbench_gpt41_fixed_1747800941_binary_UPLOAD
810,colbench,,0,,colbench_backend_programming_colbench_gpt41_fixed_1747800941_binary_UPLOAD
86,colbench,,0,,colbench_backend_programming_colbench_gpt41_fixed_1747800941_binary_UPLOAD
865,colbench,,0,,colbench_backend_programming_colbench_gpt41_fixed_1747800941_binary_UPLOAD
898,colbench,,0,,colbench_backend_programming_colbench_gpt41_fixed_1747800941_binary_UPLOAD
